,id,title,original_title,release_date,overview,original_language,origin_country,genres,adult
1103,1103,Escape from New York,Escape from New York,1981-05-23,"In a world ravaged by crime, the entire island of Manhattan has been converted into a walled prison where brutal prisoners roam free. After the US president crash-lands inside, war hero Snake Plissken has 24 hours to bring him back.",en,['US'],"['Science Fiction', 'Action']",False
11298,11298,The Howling,The Howling,1981-01-21,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",en,['US'],['Horror'],False
4480,4480,Jean de Florette,Jean de Florette,1986-08-27,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.",fr,['FR'],['Drama'],False
4481,4481,Manon of the Spring,Manon des sources,1986-11-19,"In this, the sequel to Jean de Florette, Manon has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men who greedily conspired to acquire her father's land years earlier.",fr,['FR'],['Drama'],False
575751,575751,Talking About Sex,Talking About Sex,1994-01-01,"Andie Norman (Kim Wayans) is a young publisher who gets a chance to remake a dry-text on ""assertive communication skills"" into a best selling book to be titled 'Talking About Sex'. Andie's boyfriend, Doug Penn (Daniel Beer), is a good guy whose sex life with Andie begins tapering off as he finds watching sports on TV more interesting. Andie assembles her female friends to videotape a rough cut of a discussion program for a TV documentary for her book as a promotional item. All of Andie's and Doug's friends later get together for an all-night cocktail party at their house to celebrate the upcoming release of the book where Andie, Doug and their friends end up revealing intimacies to each other over too many drinks which include past bed-hopping and infidelity with puts a test on all relationships in both hilarious and heartfelt ways which leads to Andie and Doug to decide if they can have a future together.",en,['US'],"['Comedy', 'Romance']",False
49688,49688,Johnny One Hundred Pesos,Johnny cien pesos,1993-10-14,"Based on real events, 17-year-old Johnny García becomes involved with four older thugs who are planning to rob a money-laundering business masquerading as a video store. As they try to escape, a swarm of exploitative media attention awaits.",es,"['MX', 'CL']","['Drama', 'Crime']",False
10765,10765,Private Benjamin,Private Benjamin,1980-10-06,A sheltered young high society woman joins the US Army on a whim and finds herself in a more difficult situation than she ever expected.,en,['US'],['Comedy'],False
762,762,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975-04-03,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",en,['GB'],"['Adventure', 'Comedy', 'Fantasy']",False
44497,44497,Hustler White,Hustler White,1996-07-19,"A writer, researching a book on male prostitutes, finds a young man to serve as a guide on the streets of Los Angeles.",en,"['DE', 'CA']","['Romance', 'Comedy']",False
85588,85588,Dadetown,Dadetown,1995-09-02,"Interviews in the Michael Moore/""Roger and Me"" tradition examine life in small-town America, class conflicts and the collapse of an upstate New York community, Dadetown, when the town's once-prosperous factory, reduced to the manufacture of paper clips and staples, finally closes. Facing massive unemployment, the blue-collar Dadetown residents next find yuppies moving into town to staff the local division of a big computer outfit.",en,['US'],[],False
278621,278621,Everything Relative,Everything Relative,1996-09-13,Old college chums get together for a weekend reunion that is bound to open old wounds and perhaps heal them. New romances find a spark while old ones rekindle.,en,['US'],['Drama'],False
99479,99479,Entertaining Angels: The Dorothy Day Story,Entertaining Angels: The Dorothy Day Story,1996-09-27,"The firebrand reporter, feminist and philanthropist Dorothy Day co-founds The Catholic Worker with Peter Maurin, an eccentric philosopher.",en,['US'],['Drama'],False
566972,566972,Last Call,Hoogste tijd,1995-02-16,Old entertainer gets a last chance to play a serious role.,nl,['NL'],[],False
55049,55049,Three Lives and Only One Death,Trois vies et une seule mort,1996-05-15,"Four intertwining stories of bizarre occurrences in Paris featuring a man who was stolen away by fairies, a professor who becomes a tramp, the lovers who inherit a chateau – and the last tale that connects all that has gone before.",fr,['FR'],"['Comedy', 'Crime', 'Fantasy', 'Mystery']",False
124829,124829,The Line King: The Al Hirschfeld Story,The Line King: The Al Hirschfeld Story,1996-09-27,"The childhood, adolescence, and incredible adult years of Al Hirschfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years. He is still drawing in his nineties. His interesting domestic life, political, and cultural views are highlights. In addition, he talks about himself a bit - seriously and lightly.(At one point he he claims that his only form of exercise has been to live in his Manhattan townhouse: stairs). He drives his car around Manhattan - an adventure in itself. Brief interviews with, and reminiscences of many friends and associates.",en,['US'],['Documentary'],False
79306,79306,Snowriders,Snowriders,1996-10-17,"Spectacular shots of snowcapped peaks and extreme skiers gracefully defying gravity, not to mention common sense, are the highlights of this entertaining video from the venerable guru of skiing movies, Warren Miller. Sparing no expense, Miller's film crews span the globe, shooting snowboarders careening down absurdly steep Alaskan peaks, ski guides helicoptering to remote slopes in British Columbia, and hardy (and uninhibited) Scotsmen who boldly catch some ""big air"" in kilts. This video is fraught with offbeat humor, including shots of a snowshoe race that could have been filmed by Mack Sennett, and footage of ""face jumping,"" the oddball diversion of hurling oneself off Alpine glaciers and parachuting to earth. Miller's gentle narration, replete with trademark corny remarks reminiscent of old movie newsreels, mixes with a musical soundtrack of contemporary rock that is often uncannily synched with the astounding footage of extreme skiing.",en,['US'],['Documentary'],False
356054,356054,Curtis's Charm,Curtis's Charm,1996-02-16,"This film, based on a Jim Carroll short story, recounts the tale of Curtis and his encounter with voodoo. Curtis is a drug addict who has become paranoid, thinking that his wife's mother has cast evil spells on him. He meets his friend Jim and asks him for help in counteracting her black magic. Jim tries to reason with his friend, but when that fails, he decides to play along and make him a talisman. Drawing a snake on a scrap of paper and mumbling an incantation, Jim gives him this charm. This immediately solves Curtis's problems...or does it?",en,['CA'],"['Drama', 'Comedy']",False
10548,10548,When We Were Kings,When We Were Kings,1996-10-25,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.",en,['US'],"['Documentary', 'TV Movie', 'History', 'Music']",False
531,531,The Wrong Trousers,The Wrong Trousers,1993-12-17,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno pants created by Wallace. However, Gromit later learns that the penguin is a wanted criminal.  Preserved by the Academy Film Archive.",en,['GB'],"['Animation', 'Comedy', 'Family']",False
104931,104931,JLG/JLG: Self-Portrait in December,"JLG/JLG, autoportrait de décembre",1995-03-08,"Director Jean-Luc Godard reflects in this movie about his place in film history, the interaction of film industry and film as art, as well as the act of creating art.",fr,['FR'],['Documentary'],False
4483,4483,The Return of Martin Guerre,Le Retour de Martin Guerre,1982-05-14,"Village of Artigat, southern France, summer 1542, during the reign of Francis I. Martin Guerre and Bertrande de Rols marry. A few years later, accused of having committed a robbery, Martin suddenly disappears. When, almost a decade later, a man arrives in Artigat claiming to be Martin, the Guerre family recognizes him as such; but doubts soon arise about his true identity.",fr,['FR'],"['Drama', 'History']",False
